"","SRR1039508","SRR1039509","SRR1039512","SRR1039513","SRR1039516","SRR1039517","SRR1039520","SRR1039521"
"ENSG00000003056",11.1878849346453,11.1447985210493,11.0214894114542,11.2102967502199,11.1057951545645,11.0280162188872,11.2433983475646,11.1484170218067
"ENSG00000003096",9.99578400205018,9.52697304961954,9.78667932078864,9.28835004047348,9.73778074618311,9.16321753706795,9.92484168457884,9.30078267532589
"ENSG00000003137",8.88405655537825,8.52170326675378,9.10006076545145,8.77968001953165,8.2666060048613,8.28011254861777,9.12728609528013,8.62766233010407
"ENSG00000003147",8.05612428184702,7.97194810868153,8.03606647130059,8.10313936984864,8.02124410825732,8.09631242489236,8.08848095321015,8.11265653702572
"ENSG00000003249",8.64546342564874,8.6334879411394,9.06225505551316,8.83627104679016,8.68511692299022,8.64376557768978,9.06574877279126,8.8858385380154
"ENSG00000003393",10.323857039475,10.2345972931123,10.1516750323927,10.1822000182236,10.2679306145442,10.5955116880927,10.3701998081762,10.2062820227107
"ENSG00000003400",8.72199707702436,8.62186294310856,8.73918085260311,8.95080925782964,8.64244804372097,8.43735280052859,8.81000458696757,8.61657030166554
"ENSG00000003402",11.2542731001774,12.1285329781987,11.2317383615581,12.2557796593216,11.4684896354423,12.3910807686014,11.1797442510783,12.4492045692641
"ENSG00000003436",12.2890186723685,12.2850927702034,12.6194471601872,12.3669701402729,13.0072832130645,12.2803518557358,12.1981665254179,12.103507634157
"ENSG00000003509",9.37581208304467,9.31667357166942,9.42779455830275,9.38235527696329,9.49112928162927,9.35245930326426,9.32979482402898,9.37485688375779
"ENSG00000003756",11.7562884898732,11.5984675601671,11.8811748761872,11.5753388513191,11.8068622102931,11.6486784012399,11.7652946764408,11.729884804138
"ENSG00000003987",8.24812093188418,8.30818317830219,8.28883257681988,8.46591818083124,8.19775148155234,8.34726562745007,8.16055290278085,8.32986593228279
"ENSG00000003989",8.51420286786341,8.4942940287673,8.09037353815228,7.97274110926099,8.36117571768857,8.59840796940636,8.18586172674698,8.475226712849
"ENSG00000004059",10.9446291606874,11.2990069348784,10.7302514738831,11.042111959785,10.8935844738919,11.1275023836949,10.9185579324705,11.2354772996162
"ENSG00000004139",9.38768973557892,9.58278808315047,9.31793667489105,9.24845930561223,9.41326336784843,9.23257045186941,9.57586887067749,9.43722387117463
"ENSG00000004142",10.8791227505024,11.0752396618363,10.8010928567821,10.8722701182648,10.8929280824763,11.0073513426742,10.6790832495743,10.7608453671979
"ENSG00000004399",12.1214332969553,12.2873433316642,11.8541725629114,11.7743351791062,12.3264117561861,12.1223122425843,11.7044892320898,11.605208494286
"ENSG00000004455",10.7582341625523,10.6671760735033,10.7521001435298,10.5487361481713,10.7709083978688,10.9171990610534,10.5891674015889,10.3993894613491
"ENSG00000004478",9.85479146146046,10.10476014905,9.97480476308288,9.93373730590895,10.1505519648891,10.0247528244354,9.87438267825769,9.7764471729922
"ENSG00000004487",10.7549075607847,10.5844681340406,10.8605195662288,10.6272503361499,10.9253779360996,10.5313592151594,10.7422018056248,10.5187042343459
"ENSG00000004534",10.6699418373545,10.5673180317542,11.0935873067809,10.8115805231155,10.8724263429162,10.6050187269693,10.7552313696973,10.4800709432835
"ENSG00000004660",8.70818275259864,8.54156991966996,8.45202914363404,8.49470111319594,8.59731514737224,8.5028153234204,9.00406147224968,8.57049833320603
"ENSG00000004700",10.7804840592626,11.11081245377,10.8665258763025,11.0327903621455,10.5585598598515,10.9577468791428,10.7252689037793,11.1362126185678
"ENSG00000004766",9.87884655589449,9.64701301174576,9.69949175073472,9.85986128261852,9.85984496331696,9.73563058760429,9.79574305973657,9.71405781487712
"ENSG00000004776",13.8082287126772,13.8451181820081,13.5852373681214,13.6425983286116,13.2938195799037,12.9309182380046,14.127887952687,13.7553426580619
"ENSG00000004777",9.10756657213915,8.80458396465092,8.66207564746802,8.69080889979987,8.55423603437125,8.42743088996097,8.85478002205844,8.6961766228972
"ENSG00000004779",9.43175681386209,9.55054058391115,9.62275842619808,9.58747131514823,9.49301226976014,9.60740985884817,9.43037229908835,9.47547696064207
"ENSG00000004799",8.63025956881892,10.3743030721082,8.76212334597175,11.0359044036858,9.07872951023,9.47554795885107,10.1018218954919,11.9172627554131
"ENSG00000004838",8.18676662712869,8.05701570607026,8.24091463308668,8.10313936984864,8.21598813399953,8.08586651789586,8.22112469753474,8.12674040216497
"ENSG00000004846",8.31910487814609,8.07460472773978,8.53755901091951,8.1784478564655,8.03668435493335,8.06385928678703,8.28428735277029,8.03102370275977
"ENSG00000004864",8.88785344214564,8.9558632883218,8.67054384347939,8.9826642332627,9.07872951023,9.02864879528376,9.03355665506626,8.82265395396617
"ENSG00000004866",9.80529213450512,9.65561616558138,10.3606895184083,9.65554688780659,9.80539986426886,9.63862118804674,9.94516289442014,9.54629042105446
"ENSG00000004897",10.9967479022497,10.9140211702389,11.1104915192419,10.9404660691348,11.0387404706319,10.9424121764726,11.2328756635721,11.0542101974844
"ENSG00000004939",8.05612428184702,8.03827661282297,8.07769758564801,7.97274110926099,8.13754499830499,8.05221219821402,8.05455349942727,8.01141210255636
"ENSG00000004961",9.66680688295662,9.56215542993245,9.71209702123072,9.65842365454075,9.8779556714575,9.6131435097127,9.58482624380688,9.64022407773571
"ENSG00000004975",10.7423617964871,10.5145540811249,10.4253119673675,10.1879508643922,10.5890906289057,10.1475320147797,10.5392226529698,10.4108828527538
"ENSG00000005007",11.3789445492038,11.529835056715,11.3189862643401,11.4108662303402,11.1778861053682,11.4487323828346,11.3402702622377,11.5720121086281
"ENSG00000005020",10.3020696385106,10.2096132895325,10.0421015252798,10.1530707334381,10.0106935333555,10.042271408239,10.1842987672848,10.3319662994954
"ENSG00000005022",10.9387984892075,10.8146697108932,10.7564291725783,10.696289895432,10.7003995450692,10.6417499006316,10.6653189443752,10.6737240005552
"ENSG00000005059",9.08916475342162,9.1871582093126,9.11846390319148,9.3931387139153,8.98779919436554,8.88455229811801,9.18545339737478,9.26750227310379
"ENSG00000005075",9.97675965481962,10.1855845023929,9.96453580289471,9.89135442396142,9.98290372551307,10.0816074437629,9.82740979703551,9.81102849953693
"ENSG00000005100",9.6592776970311,9.75845513556335,9.73231563420675,9.84009269512097,9.69859655488889,9.86147914020523,9.67307816800785,10.0408263298959
"ENSG00000005108",8.07176180302793,8.12212372235729,7.98661218044304,8.03275507893121,8.02124410825732,8.11625521631283,8.11911567342409,8.31217443897725
"ENSG00000005156",9.51950241710003,9.06547851849916,9.40985388870728,9.28835004047348,9.47595800495284,9.41477060976019,9.29896693837406,9.14247441823065
"ENSG00000005175",9.44082771532154,9.56446519832364,9.30040626832743,9.02861134236478,9.79953226482079,9.47554795885107,9.56003411342238,9.57045583144257
"ENSG00000005187",8.23846675499206,8.28867695117772,8.29638159021441,8.34734392560875,8.28233770721352,8.18650246445443,8.35772278090413,8.11265653702572
"ENSG00000005189",8.60951078722488,8.56089461311024,8.6046860161006,8.64632566630245,8.71369991329267,8.42240975135933,8.7867504585171,8.58811044972488
"ENSG00000005194",9.65549600210884,9.6252410617694,9.83027838298374,9.72827661560041,9.68579569662862,9.83536038156931,9.49934652499228,9.78929672519032
"ENSG00000005206",10.1388715990789,10.1317523915914,10.0249808995383,9.88895884830386,10.0044289282076,10.1994878025479,10.0026946977399,10.1861772190889
"ENSG00000005238",10.2062894933932,10.0986870405843,10.126824844459,9.96124700586835,10.2802513333378,10.0288957602502,10.0531841402549,10.0272054225243
"ENSG00000005243",10.6019355114838,10.5089401369524,10.5052737439833,10.5676995470739,10.2174950237778,10.1159453536191,10.58603269644,10.3959225559326
"ENSG00000005249",9.16956930662249,9.31096921640776,9.21080481747272,9.76576871902028,9.22578709081639,9.31449924073449,9.19485097989527,9.6726879436947
"ENSG00000005302",9.66116425446075,9.95921226317803,9.62612183287475,9.79188799227543,9.77429018993276,9.77394819324322,9.62866097311032,9.59201786239789
"ENSG00000005339",11.5653259645827,11.2334246791868,11.6324169715886,11.5225938779517,11.6264845354692,11.7370775353019,11.6109279917137,11.5261695165108
"ENSG00000005379",9.12863715132829,8.9024764675818,8.7352963431485,9.10086938122618,8.84725561141355,9.09360258245092,9.00779587690629,8.82265395396617
"ENSG00000005436",9.3924071324711,9.46094250486794,9.2414782579428,9.50567665565061,9.35763538282137,9.36131586596139,9.37054127317258,9.35417461691446
"ENSG00000005448",9.20900888693076,9.21242524143595,9.18171090969464,9.20708810594389,9.09759255514922,9.37708905773988,9.05868161416074,9.25048537922635
"ENSG00000005469",9.77292480836411,9.67475907382748,9.35642517336879,9.33819147204294,9.84715650008079,9.47554795885107,9.83474868497518,9.71211837502119
"ENSG00000005471",8.54929831222852,8.1639097341458,8.46334245890167,8.24172183362613,8.14825544503089,8.10643257659928,8.47421782932647,8.27485951540887
"ENSG00000005483",11.1310398964936,11.0699763752077,10.9980308072429,11.0118526577042,11.3129016638657,11.2706542341259,11.1520633763293,11.2736876514501
"ENSG00000005486",10.1297086177334,10.0772105088905,10.4022487979091,10.2713949200728,10.3995605653565,10.5119527612537,10.4347305215596,10.0347898927985
"ENSG00000005700",9.84014048612792,9.74654772615288,10.0529919117567,9.92676849929879,9.88622982488034,9.93903479706339,9.98813961391756,9.92770030365655
"ENSG00000005801",9.11965818420724,9.20616288821539,9.2553543186315,9.21966282806961,9.3102449660529,9.10478587122937,9.1759740008647,8.86525431877145
"ENSG00000005810",11.7689715771665,11.7055192574953,11.6006270064396,11.8012373861842,11.7045779346503,11.6628360720333,11.7611988505659,11.4181357321201
"ENSG00000005812",10.8730134259791,10.9893764365524,10.6953190917745,11.2554058172595,10.4716138782919,10.801019442392,10.8414502222357,11.123902108134
"ENSG00000005882",10.3839430064853,10.4254547538559,10.5207238231281,10.470166871833,10.6552282482658,10.3320207471168,10.6965826615044,10.6460064067858
"ENSG00000005884",10.0761073977517,10.3237407729974,10.7757456095971,11.0107975738115,10.6387898645092,11.1284347743788,10.7954084066303,10.8319112869741
"ENSG00000005889",10.1950768263648,10.020335880495,10.0237494770646,9.95214118069729,10.1301432379501,10.3678587107719,10.4885283039664,10.496299900391
"ENSG00000005893",12.3950035745923,12.4062890343342,12.491369278083,12.5717920215766,12.3871152579987,12.361878745571,12.4157319949829,12.4957575100481
"ENSG00000005961",8.05612428184702,8.13658813614722,8.2059652678222,8.03275507893121,8.06515756508016,7.95091937367874,8.08848095321015,8.03102370275977
"ENSG00000006007",11.3579146292812,11.4725625562428,11.5394064407944,11.8222817133363,11.6764994827667,11.7260920848061,11.3322911590191,11.5016311228007
"ENSG00000006015",9.84177661516677,9.84253910560303,9.49882630956295,9.35310089566273,9.16985001051779,9.27332785811959,9.72796403699959,9.66263343737491
"ENSG00000006016",8.93587716773199,8.832336900171,8.6137979132275,8.82400078193237,8.6202137513379,8.81542342938952,9.35981532927109,9.41515137731235
"ENSG00000006025",9.16669668455555,9.09375413337075,9.08402598913708,8.90097851393827,9.01130741208883,8.59450322896978,9.086665593871,8.66528484322182
"ENSG00000006042",11.7616208923336,11.6654410532637,11.7248452723151,11.7700082875799,11.8660262939998,11.9194975947254,11.8487066874898,11.8589906908684
"ENSG00000006062",9.44308462545444,9.43809651345012,9.33305804473886,9.00844943592161,9.50051486224072,9.07774247716134,9.31308298969836,8.87765926779326
"ENSG00000006118",9.81534564478622,9.61642411521822,9.80721019388144,9.63814534647938,10.1070955899483,9.61171259032381,9.67929637442346,9.25333956674945
"ENSG00000006125",12.8393536092827,12.643000344234,12.7722250993038,12.9992098192321,12.7854438525813,12.7951878332757,12.6763091276434,12.9109262450795
"ENSG00000006194",9.81367552199472,9.8915413021869,9.81879608139046,9.88895884830386,9.89718061011505,9.98580142806079,9.82002878952781,9.84819574004654
"ENSG00000006210",8.05612428184702,8.21346000075017,8.03606647130059,8.05813433066669,8.03668435493335,8.13510228318198,8.19794577614984,8.37172869187325
"ENSG00000006282",11.0671565229298,10.9182218865443,10.59224708016,10.5763650283796,10.8006717582892,10.7080321567892,10.9365812512857,10.8661370014056
"ENSG00000006283",8.71741771399973,8.45837582129103,8.38584745158245,8.1609992535253,8.75290433768912,8.49385221354675,8.71299871646638,8.25508848050394
"ENSG00000006327",9.80697320287345,9.56677061069757,9.95028341983678,9.54095532485538,10.0293109630851,10.4633323741417,10.0988335463545,9.70823051994462
"ENSG00000006432",8.03958181557434,7.99621033084341,8.07769758564801,8.10313936984864,8.06515756508016,7.99981545689501,7.91044810372799,7.93963183318528
"ENSG00000006451",11.1117883339095,10.5089401369524,10.3768965525049,10.2821418598337,10.8139310391989,10.2398323577772,10.6343474229661,10.2901019727486
"ENSG00000006453",9.13161336136297,8.99502868478794,9.164373420401,9.17283194706564,9.19695958566812,9.07545691236699,9.29896693837406,9.0639178999176
"ENSG00000006459",9.54255111662319,9.45084293619237,9.57992411967443,9.59051045986076,9.58011365542636,9.17578104145771,9.75745560565331,10.0837877729395
"ENSG00000006468",9.05775481335198,8.81856758458063,8.90155860461736,9.09620547883462,8.79770170552751,9.21463495283271,9.56457928702825,9.36456188360134
"ENSG00000006530",9.23633651353173,9.33081109927355,9.2414782579428,9.2685817764501,9.55355857316563,9.41139465261405,9.18230277434466,9.29530352647832
"ENSG00000006534",10.3066855471058,10.7008901811094,10.6242960267727,10.7068156755756,10.6753150434932,11.1218951059022,10.0123095576846,10.3643186781095
"ENSG00000006576",10.3752064698048,10.2207744166981,10.7969000610193,10.5160395884294,10.5366956353217,10.230970511068,10.9373950338717,10.4789821849308
"ENSG00000006607",10.0870014398847,10.456189894505,10.2550382549067,10.7237524339393,10.0836428881827,10.4284000294445,10.2738802877938,10.7802687374541
"ENSG00000006625",9.07357861044061,9.1212863970992,8.99107541210424,8.83627104679016,9.152238461916,9.17160939067914,8.98135730794113,8.83564424346503
"ENSG00000006634",8.85311154997715,8.62769732333921,8.67054384347939,8.77316272996699,8.61113704368171,8.50725280840396,8.86779582100803,8.55245089922093
"ENSG00000006638",8.59892043133194,8.5149531455978,8.67474460918189,8.56600771382273,8.48701257001949,8.34150006594017,8.62059008082735,8.46144921208122
"ENSG00000006652",10.3486566688595,10.31469630029,10.3068956902243,10.3329196972553,10.8366662714773,10.7683002249365,10.6849408425852,10.615753172887
"ENSG00000006695",9.03843952974756,8.95185962004137,9.00280646725155,9.13295189318497,9.06228451900801,9.22064586974541,8.89329360788382,8.99720092214194
"ENSG00000006704",9.44758560110416,9.40429767422106,9.42977121667124,9.23209584628857,9.20181701037466,9.10922609813046,9.36786907429195,9.57696432797621
"ENSG00000006712",10.4172800482079,10.4278435729487,10.7528225802237,10.5280189688786,10.7666043277054,10.4819516318798,10.6643305522521,10.4680469843109
"ENSG00000006715",11.2425383645537,11.0677146674079,11.5147538740441,11.2999867251069,11.4845810230474,11.4457534145285,11.4176932784356,11.3518450122348
"ENSG00000006740",8.38896603850784,8.31766610074233,8.28116808715365,8.29728107581608,8.41220820438031,8.41734725143855,8.52863054352919,8.54016231859543
"ENSG00000006744",10.2490295076331,10.4885386113832,10.2928564462989,10.3983552275983,10.5247777619765,10.5554155233533,10.0746823361479,10.4503678585278
"ENSG00000006747",8.17561948374853,8.31766610074233,8.29638159021441,8.1784478564655,8.14825544503089,8.42743088996097,8.39105714300387,8.2128261753424
"ENSG00000006756",9.83192852502536,9.73049525914699,9.78815679094619,9.87449176024902,9.89581679984119,9.72652075011624,9.94516289442014,10.0647008666704
"ENSG00000006757",8.96077662717928,9.01027282576409,8.93023440831617,8.95619072808186,9.0705396328864,9.00195733046134,9.04798911789434,9.01161624963498
"ENSG00000006788",7.98240297363708,8.38810387364181,7.76598213879962,7.8854225563687,7.96788297810938,8.12580471643352,7.86815633273913,8.23445076670166
"ENSG00000006831",10.48970565987,10.5748473427041,10.4470937669721,10.7671010513583,10.4555259437723,10.5825041248917,10.4358973511674,10.6236237553372
"ENSG00000006837",8.5772793454674,8.52838831038295,8.60925564261358,8.81156125938715,8.65549073030719,8.48932549069298,8.64332074270351,8.45444902629636
"ENSG00000007047",9.99141811559567,10.1287800311564,10.2064979711191,10.191771151809,10.5196384537865,10.2738494455957,10.2527024725406,10.3087305346838
"ENSG00000007080",9.97970444758898,10.216599806802,9.94898002791147,9.94756442316132,10.0657781995204,10.2807229945745,9.83657688767845,9.99642447983877
"ENSG00000007168",11.9085777300208,12.0362885299535,12.1790854269514,12.1066639748882,12.1819210406559,12.1923723347874,12.0402521900255,12.1647840935949
"ENSG00000007202",12.7526757567442,12.6472590210859,12.7938225138357,12.7378647980721,12.79813941226,12.920683697689,12.6871134102071,12.7961800831946
"ENSG00000007237",9.53630840423051,9.00267973343641,9.26906024246352,8.4852450818802,9.2210346079639,8.85063872030341,10.7772890331496,10.2661328751196
"ENSG00000007255",8.88405655537825,9.01027282576409,8.7507289823288,9.02360842028084,8.77559079796305,8.84486336097907,8.81000458696757,8.706219012077
"ENSG00000007341",9.29675810982744,9.07261984599926,9.217959261243,9.26057614222141,9.26766859915988,9.56055270641468,9.32425130098486,9.5551333058481
"ENSG00000007372",8.28487989756369,8.56722259611539,8.27338288079988,8.1609992535253,8.25034262232112,8.40190163112364,8.57910384514446,8.41073310860393
"ENSG00000007376",9.30694348849305,9.36131449369,9.06500156597638,9.11473832737588,9.35340693820547,9.36835265241202,9.22256949508603,9.32243913125907
"ENSG00000007384",11.2157750360722,11.3524670019361,11.0161104008046,10.8745974396302,11.0148599276612,11.1035164873251,11.1188316695633,11.2736876514501
"ENSG00000007392",10.1950768263648,10.1361985888759,10.0237494770646,10.0102311482496,10.1358436013399,9.97722589815702,10.0792441905295,10.0302444304488
"ENSG00000007402",8.20819566896029,8.26837984736853,8.2059652678222,8.40415639549889,8.07841002029755,8.08586651789586,8.19794577614984,8.37172869187325
"ENSG00000007516",8.00301494852856,8.01813113109552,7.98661218044304,8.21124557578201,8.21598813399953,8.02734443523796,8.14725237040153,8.03102370275977
"ENSG00000007520",10.0116696387102,9.98930274799579,9.84731201622042,9.7364044929483,9.80832361819919,10.062589257765,9.91283989703815,9.94238571459129
"ENSG00000007541",10.0883569474954,10.1509135250039,9.9319166994993,9.85001483763698,9.8779556714575,10.078622597352,9.91111629835891,10.2737479178828
"ENSG00000007545",9.95296045693903,10.1654687038453,10.0298951527909,9.90326649400486,9.89445155680095,9.87317896620145,9.82740979703551,10.1685066953117
"ENSG00000007866",10.8950344547497,11.4328672471057,10.8578418235127,11.1494247579079,10.6053179114161,11.0022648832568,10.6191097732813,11.1585076369696
"ENSG00000007923",10.3009132084442,10.4349851858193,10.3778439493626,10.3567716407463,10.6253387260084,10.5756086838537,10.4544330807306,10.2712143197507
"ENSG00000007933",10.1825078067427,10.3630887412501,11.1605663338582,11.4800097884141,9.0705396328864,9.21864586945695,9.38116904148902,9.37741644186049
"ENSG00000007944",9.51526421322801,9.31096921640776,9.70265492093766,9.31545805134442,9.68257497784265,9.44800921088455,9.50650627374855,9.28979776349965
"ENSG00000007952",8.08662682557812,8.1639097341458,8.00425122367501,8.10313936984864,8.05128100193274,8.1530137814384,7.9702026877359,8.03102370275977
"ENSG00000008018",11.005133927106,11.0170183579429,10.9156042018414,11.020265048412,10.7901144984279,10.8138959792668,10.8622008943563,10.8686088536037
"ENSG00000008056",8.02195899423684,8.25790423074586,8.2059652678222,8.22674425273129,8.11511750677198,8.16165867294071,8.1334592087395,8.23445076670166
"ENSG00000008083",9.29675810982744,9.347549308714,9.22033379073626,9.46597480822858,9.26309192343687,9.56353433477072,9.25552998904714,9.61949530537576
"ENSG00000008086",9.4157131640708,9.43553069529117,9.77926622083291,9.36415794774681,9.52458071215543,9.63018668161816,9.60474480169511,9.51482346871061
"ENSG00000008118",7.90293564158351,7.97194810868153,8.09037353815228,7.93484822721565,8.10333352499099,7.93141765251006,8.08848095321015,8.06639081021702
"ENSG00000008128",9.88992121238759,9.97934895866959,9.8820930655958,9.78670672288418,9.3618484242309,9.34353428467336,10.1444180135375,10.3993894613491
"ENSG00000008130",10.7549075607847,11.4027997673977,10.6717900338761,11.3281054357201,10.6109529087743,11.0345058236742,10.6839662860376,11.5829977165029
"ENSG00000008226",8.03958181557434,7.94439171574989,8.09037353815228,8.03275507893121,7.98711741602292,7.93141765251006,8.05455349942727,8.19006362725573
"ENSG00000008256",11.0544298173827,11.9701226722002,11.5632330989174,12.4382750651274,11.5098705070083,12.7149890446095,11.402541834031,12.6110594689319
"ENSG00000008277",8.2759485054516,8.21346000075017,8.14738541531677,8.29728107581608,8.11511750677198,8.12580471643352,8.22112469753474,8.11265653702572
"ENSG00000008282",11.1909431738995,11.2652822812903,11.0250640630994,11.5350521834494,10.9451273032656,11.1697694029,11.2447082153852,11.3807978750402
"ENSG00000008283",9.92105281209493,9.94390418132319,9.86551482416729,9.78670672288418,9.75312071152185,9.90765806773143,9.71797882488281,9.7217858951852
"ENSG00000008294",11.5784166863713,11.4804835337897,11.884433303105,11.5560567908155,11.7229952997307,11.6666730465797,11.9222433665823,11.8127239452621
"ENSG00000008300",8.47721770250027,8.65060586432704,8.76212334597175,8.84234455654902,8.67255367496119,8.70725030918231,8.54158693233778,8.92570505012677
"ENSG00000008311",9.72904310425358,10.5345773389797,9.72457749517403,10.4529565146786,9.51538128451116,10.0944649988305,9.77098739919075,10.6048577371961
"ENSG00000008323",8.03958181557434,8.12212372235729,8.00425122367501,7.97274110926099,8.12650930293795,8.1441665044458,8.08848095321015,8.16596874425452
"ENSG00000008324",8.77080004284592,9.01780905353658,8.58612468345943,8.96154274318432,8.67676318393359,8.74700225047093,8.82818113263172,8.92960161715741
"ENSG00000008382",8.94305658242075,8.88543059072018,8.90155860461736,8.85437184201542,8.99962232605143,9.11143921926456,8.91402685037338,9.07406580478349
"ENSG00000008394",11.5315833868541,11.7416882309416,11.5878704613465,11.6660325568017,12.8377595378653,12.6707715935428,11.5838422880046,11.6637433302189
"ENSG00000008405",9.35168607464477,9.47344777411064,9.18661403689794,9.4002727834465,9.23523125549792,9.31633566953272,9.48489786820131,9.24475500233106
"ENSG00000008441",13.8033825716834,13.4307371879307,13.5364065011414,13.2046816498158,13.3840951647961,13.1382884709899,13.7556400379958,13.50075165005
"ENSG00000008513",11.3617121846612,10.8919728252302,10.8968299355041,10.2569318508636,11.3119255932182,10.9587983153641,11.0663601240126,10.6632753197839
"ENSG00000008516",8.18676662712869,8.24719165984873,8.26547130556231,8.05813433066669,8.19775148155234,8.34150006594017,8.36624012137965,8.20159809469307
"ENSG00000008517",9.02205956876104,8.68377012417837,9.0315488733937,8.69799022188906,8.49242433690052,8.43241160538935,9.14048719621061,8.73563769530404
"ENSG00000008710",12.3965826985522,12.7825293132059,12.2694792860321,12.4709355867469,12.0182769737026,12.4302422855702,12.3152494970716,12.7908284079782
"ENSG00000008735",8.14013616068676,8.24719165984873,8.17774645938749,8.19516930455767,8.15866726760196,8.11625521631283,8.19794577614984,8.32109411272419
"ENSG00000008838",10.7339349173083,10.5683961573495,10.4992183427167,10.4355279676167,10.6093452430884,10.6820246607715,10.6393897266175,10.698113649339
"ENSG00000008853",9.99578400205018,10.2332213530861,10.2394006713278,10.2713949200728,10.1128948868419,10.3467956798699,10.2284745255826,10.6999722131357
"ENSG00000008869",10.2000717585419,10.1062741158376,10.063793612574,10.1647983836495,10.0427990721437,10.0865673595861,10.0059074442402,10.2313251207677
"ENSG00000008952",12.1610204649962,12.3651898348021,12.3573345442191,12.4024669838429,12.533532063982,12.7012290422249,12.5700578476176,12.4603103908408
"ENSG00000008988",13.6911422509944,13.733845552865,13.5076217771617,13.4569708726732,13.3287432648123,13.2772537371329,13.4137585945638,13.3348408433254
"ENSG00000009307",13.8954823917207,13.8285737254517,14.0870575836774,14.1236697482165,14.1032724495065,13.9835536638806,13.9327807036078,13.9941673449368
"ENSG00000009335",11.1743497491365,11.3787650737419,11.1979159161695,11.480767940163,11.3466487929813,11.4125670328718,11.1906669803343,11.2969814592714
